Glioma	Barrett Esophagus	Atherosclerosis	Neoplasms	Periodontitis	Prostatic Neoplasms	Fragile X Syndrome	Alzheimer Disease	Myositis, Inclusion Body	Melanoma	Breast Neoplasms	Huntington Disease	Testicular Neoplasms	Endometrial Neoplasms	Esophageal Squamous Cell Carcinoma	Aortic Aneurysm, Abdominal	Aortic Rupture	Neoplasms, Basal Cell	Myocardial Ischemia	Diabetes Mellitus	Endometriosis	Intracranial Aneurysm	Frailty	Glaucoma	Leukemia	Myocardial Infarction	Nasopharyngeal Carcinoma	Neurofibromatoses	Peripheral Arterial Disease	Neurofibroma, Plexiform	Stroke	Diabetes Mellitus, Type 2	Colorectal Neoplasms	Bone Diseases	Muscular Dystrophy, Facioscapulohumeral	Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphoid	Lymphoma	Ovarian Neoplasms	Carcinoma, Embryonal	Kidney Neoplasms	Adrenocortical Carcinoma	Beckwith-Wiedemann Syndrome	Hydatidiform Mole	Uterine Cervical Neoplasms	Choriocarcinoma	Colonic Neoplasms	Congenital Hyperinsulinism	Glioblastoma	Hyperhomocysteinemia	Infertility	Liver Neoplasms	Neuroectodermal Tumors, Primitive	Meningioma	Neural Tube Defects	Neuroblastoma	Obesity	Pheochromocytoma	Pituitary Neoplasms	Prader-Willi Syndrome	Pre-Eclampsia	Silver-Russell Syndrome	Adenocarcinoma	Pancreatic Neoplasms	Arthritis, Rheumatoid	Multiple Sclerosis	Diabetes Mellitus, Type 1	Muscular Dystrophy, Duchenne	Narcolepsy	Parkinson Disease	Neoplasms, Bone Tissue	Gallbladder Neoplasms	Leukemia, Myeloid, Acute	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Myelodysplastic Syndromes	Myopia	Amyotrophic Lateral Sclerosis	Frontotemporal Lobar Degeneration	Psoriasis	Burkitt Lymphoma	Cleft Lip	Hodgkin Disease	Plasmacytoma	Rhabdomyosarcoma	Dyskeratosis Congenita	Mucocutaneous Lymph Node Syndrome	Angelman Syndrome	Pancreaticobiliary Maljunction	Neoplasms, Squamous Cell	Klinefelter Syndrome	Carcinoma, Renal Cell	Polycystic Ovary Syndrome	Multiple Myeloma	Esophageal Neoplasms	Kidney Failure, Chronic	Colitis, Ulcerative	Hemangioma	Gastrointestinal Stromal Tumors	Pneumoconiosis	Asthma	Lupus Erythematosus, Systemic	Hypertension	Pulmonary Arterial Hypertension	Hepatoblastoma	Leukemia, Promyelocytic, Acute	Vitreoretinopathy, Proliferative	Diabetic Retinopathy	Retinoblastoma	Osteoarthritis	Cardiomyopathy, Dilated	Metabolic Syndrome	Nephrolithiasis	Asthenozoospermia	Intervertebral Disc Degeneration	Cholangiocarcinoma	Head and Neck Neoplasms	Anemia, Aplastic	Exfoliation Syndrome	Congenital Microtia	Astrocytoma	Hirschsprung Disease	Liver Cirrhosis	Neuroectodermal Tumors, Primitive, Peripheral	Acute Kidney Injury	Leukemia, Myeloid	Primary Myelofibrosis	Lymphoma, Mantle-Cell	Lymphoma, B-Cell
Neoplasms, Squamous Cell	0.319148936170213	0.0833333333333333	0	0.391304347826087	0	0.04	0	0	0	0.174193548387097	0.0833333333333333	0	0.0505050505050505	0.036231884057971	0.407407407407407	0	0	0.466666666666667	0	0	0	0	0	0	0.310344827586207	0	0.250737463126844	0.109004739336493	0	0.112359550561798	0	0	0.029585798816568	0	0	0.112781954887218	0.15	0.230769230769231	0.0398009950248756	0.2	0.0384615384615385	0.209580838323353	0	0.128787878787879	0.0324675324675325	0.263157894736842	0.0324909747292419	0	0.251461988304094	0	0	0.0555555555555556	0.319148936170213	0.14792899408284	0	0.251461988304094	0	0.107569721115538	0.0424710424710425	0	0	0	0.344262295081967	0.0476190476190476	0	0	0	0	0	0	0.147540983606557	0.04	0.147540983606557	0.118421052631579	0	0	0	0	0	0.0867052023121387	0	0.171428571428571	0.162162162162162	0.114503816793893	0	0	0	0	1	0	0.205882352941176	0.0565371024734982	0.11214953271028	0.0561797752808989	0	0	0.2	0.113924050632911	0	0	0	0	0	0.2	0.121951219512195	0	0	0.219512195121951	0	0	0	0	0	0	0.284552845528455	0.103448275862069	0	0	0	0.275471698113208	0	0	0.275471698113208	0	0.2	0	0.136363636363636	0.136363636363636
Klinefelter Syndrome	0	0	0	0	0	0.029126213592233	0.222707423580786	0	0	0	0	0.0566037735849057	0.173228346456693	0.0309278350515464	0	0	0	0	0	0.114583333333333	0.0852272727272727	0	0	0	0	0	0	0.0561797752808989	0	0	0	0.0752688172043011	0	0	0.077720207253886	0	0	0	0.194552529182879	0	0.0707547169811321	0.0358744394618834	0.225	0.0106382978723404	0.0285714285714286	0.013215859030837	0	0.0371900826446281	0	0.0369609856262834	0.125	0	0	0	0.0815217391304348	0	0	0	0.0559440559440559	0.173076923076923	0.0284090909090909	0.184426229508197	0	0.0625	0	0	0.0666666666666667	0.0717703349282297	0	0	0	0	0	0	0	0	0	0	0	0	0.0436893203883495	0	0	0	0.0965250965250965	0	0.197368421052632	0.0700934579439252	0	1	0.0442477876106195	0.144303797468354	0	0	0.0415512465373961	0	0	0	0	0	0	0	0	0	0	0	0.0373831775700935	0	0	0	0	0.0757575757575758	0.0224719101123595	0	0	0	0	0	0.137755102040816	0	0.0697674418604651	0	0	0.0552486187845304	0	0	0	0
Carcinoma, Renal Cell	0.12565445026178	0.0463917525773196	0	0.232394366197183	0	0.135	0	0	0	0.0878048780487805	0.139175257731959	0	0.157258064516129	0.106382978723404	0.167364016736402	0	0	0.205882352941176	0	0	0.0882352941176471	0	0	0	0.162650602409639	0	0.220956719817768	0.053639846743295	0	0.0326975476839237	0	0	0.0273972602739726	0	0	0.0327868852459016	0.0714285714285714	0.131067961165049	0.155378486055777	0.0882352941176471	0.699029126213592	0.304147465437788	0	0.0549450549450549	0.0980392156862745	0.339366515837104	0.0238726790450928	0	0.0631136044880785	0	0.128865979381443	0.077319587628866	0.12565445026178	0.091324200913242	0	0.0631136044880785	0	0.0256410256410256	0.0644831115660184	0	0.0294117647058824	0	0.540697674418605	0.0688073394495413	0	0	0	0	0	0	0.0523255813953488	0.045	0.0523255813953488	0.0445544554455446	0	0	0	0	0	0.0269058295964126	0	0.0789473684210526	0.0757575757575758	0.0331491712707182	0	0	0	0	0.205882352941176	0.0442477876106195	1	0.0496083550913838	0.0568181818181818	0.0921052631578947	0.146131805157593	0	0.0882352941176471	0.0432692307692308	0	0	0	0	0	0.0882352941176471	0.0346820809248555	0	0	0.117647058823529	0	0	0	0.265625	0.0232558139534884	0	0.358381502890173	0.162650602409639	0	0	0	0.0849315068493151	0	0	0.0849315068493151	0.194285714285714	0.0882352941176471	0	0.0494505494505494	0.0494505494505494
Polycystic Ovary Syndrome	0.0430769230769231	0.0725075528700906	0	0.317180616740088	0	0.0349854227405248	0	0	0	0.0509915014164306	0.0725075528700906	0	0.164009111617312	0.0971786833855799	0.0332541567695962	0	0	0.0565371024734982	0	0.114285714285714	0.222614840989399	0	0	0	0.0872727272727273	0	0.0340314136125654	0.0559139784946237	0	0.032258064516129	0	0.066006600660066	0.026246719160105	0	0	0.0323624595469256	0.0440771349862259	0.0676056338028169	0.38876404494382	0.0565371024734982	0.076056338028169	0.0477453580901857	0	0.0553745928338762	0.0883190883190883	0.0701298701298701	0.028125	0	0.0317195325542571	0	0.190332326283988	0.0483383685800604	0.0430769230769231	0.047244094488189	0	0.0317195325542571	0	0.0306122448979592	0.0845886442641947	0	0.0318021201413428	0	0.0418118466898955	0.0949868073878628	0	0	0.056980056980057	0	0	0	0.0418118466898955	0.0349854227405248	0.0418118466898955	0.0345821325648415	0	0	0	0	0	0.025706940874036	0	0.0495356037151703	0.0471976401179941	0.0327868852459016	0	0	0	0	0.0565371024734982	0.144303797468354	0.0496083550913838	1	0.0339702760084926	0.050125313283208	0.0205479452054795	0	0.0565371024734982	0.0334261838440111	0	0	0	0	0	0.0565371024734982	0.0346020761245675	0	0.0222841225626741	0.0309050772626932	0	0	0	0.0458715596330275	0	0	0.0346020761245675	0.0872727272727273	0	0	0	0.0357142857142857	0	0	0.0357142857142857	0.0307167235494881	0.0565371024734982	0	0.0390879478827362	0.0390879478827362
Multiple Myeloma	0.0893617021276596	0.0504201680672269	0.0833333333333333	0.193548387096774	0	0.0245901639344262	0	0	0	0.108433734939759	0.0504201680672269	0	0.0342465753424658	0.021551724137931	0.0600706713780919	0.0803571428571429	0.0681818181818182	0.11214953271028	0.15929203539823	0	0	0.119521912350598	0	0	0.171428571428571	0.0923076923076923	0.0702087286527514	0.0754098360655738	0.110204081632653	0.0659340659340659	0.105263157894737	0	0.0190114068441065	0	0	0.233480176211454	0.338582677165354	0.392	0.0271186440677966	0.11214953271028	0.024	0.0574712643678161	0	0.0752212389380531	0.0201612903225806	0.0943396226415094	0.0193548387096774	0	0.0641169853768279	0	0	0.0336134453781513	0.0893617021276596	0.0950570342205323	0	0.0641169853768279	0	0.061503416856492	0.028620988725065	0	0	0	0.0833333333333333	0.0305343511450382	0.0437956204379562	0.0263157894736842	0.0483870967741935	0	0	0	0.0833333333333333	0.0245901639344262	0.0833333333333333	0.121951219512195	0.0841121495327103	0	0	0	0	0.183520599250936	0	0.299145299145299	0.462809917355372	0.0666666666666667	0.0303030303030303	0.12781954887218	0	0	0.11214953271028	0	0.0568181818181818	0.0339702760084926	1	0.0367647058823529	0	0	0.11214953271028	0.0714285714285714	0	0.0223880597014925	0.0512820512820513	0.171428571428571	0	0.11214953271028	0.0691244239631336	0	0.0952380952380952	0.0702341137123746	0	0.0347826086956522	0	0	0	0	0.0691244239631336	0.0571428571428571	0.0983606557377049	0	0	0.0728476821192053	0	0	0.0728476821192053	0	0.11214953271028	0.0555555555555556	0.247787610619469	0.247787610619469
Esophageal Neoplasms	0.0452261306532663	0.346534653465347	0	0.253333333333333	0	0.115384615384615	0	0	0	0.0516431924882629	0.207920792079208	0	0.140625	0.107142857142857	0.716599190283401	0	0	0.0561797752808989	0	0	0	0	0	0	0.0804597701149425	0	0.173626373626374	0.0557620817843866	0	0.0365535248041775	0	0	0.330396475770925	0	0	0.0366492146596859	0.0458715596330275	0.0654205607476635	0.115830115830116	0.0561797752808989	0.11214953271028	0.0933333333333333	0	0.0473684210526316	0.0990566037735849	0.0567685589519651	0.32824427480916	0.0491803278688525	0.036241610738255	0	0	0.326732673267327	0.0452261306532663	0.110132158590308	0	0.036241610738255	0	0.0354223433242507	0.121902874132805	0	0	0	0.0444444444444444	0.292035398230089	0	0	0	0	0	0	0.0444444444444444	0.230769230769231	0.0444444444444444	0.0380952380952381	0	0	0	0	0	0.0303030303030303	0	0.0505050505050505	0.0485436893203883	0.037037037037037	0	0	0	0.0648148148148148	0.0561797752808989	0	0.0921052631578947	0.050125313283208	0.0367647058823529	1	0	0.0958904109589041	0.0561797752808989	0.37037037037037	0	0	0	0	0	0.0561797752808989	0.0386740331491713	0	0	0.0950570342205323	0	0	0	0	0	0	0.0386740331491713	0.517241379310345	0	0	0	0.0393700787401575	0.105990783410138	0.0594059405940594	0.0393700787401575	0	0.0561797752808989	0	0.0421052631578947	0.0421052631578947
Kidney Failure, Chronic	0	0	0	0	0	0.0323624595469256	0	0	0	0	0	0	0.0246913580246914	0.0315789473684211	0	0	0	0	0	0	0.108433734939759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0510948905109489	0	0.264797507788162	0	0	0.010989010989011	0.028391167192429	0.0142450142450142	0	0	0	0	0.151515151515152	0	0	0	0	0	0	0	0	0	0.036144578313253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415512465373961	0.146131805157593	0.0205479452054795	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290102389078498	0.0237154150197628	0	0	0	0	0	0	0	0	0	0	0.382239382239382	0	0	0	0
Colitis, Ulcerative	0	0.113513513513514	0	0	0	0	0	0	0	0	0	0	0	0	0.0652173913043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245125348189415	0.0484581497797357	0	0	0	0.0594594594594595	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0.0366492146596859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0653266331658292	0	0	0	0	0	0.0958904109589041	0	1	0	0.105527638190955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.0594594594594595	0	0	0	0	0	0
Hemangioma	0.148936170212766	0.0833333333333333	0	0.391304347826087	0	0.04	0	0	0	0.174193548387097	0.0833333333333333	0	0.0505050505050505	0.036231884057971	0.0899470899470899	0	0	0.2	0	0	0	0	0	0	0.310344827586207	0	0.109144542772861	0.109004739336493	0	0.112359550561798	0	0	0.029585798816568	0	0	0.112781954887218	0.15	0.230769230769231	0.0398009950248756	0.2	0.0384615384615385	0.0898203592814371	0	0.128787878787879	0.0324675324675325	0.146198830409357	0.0324909747292419	0	0.111111111111111	0	0	0.0555555555555556	0.148936170212766	0.337278106508876	0	0.111111111111111	0	0.107569721115538	0.0424710424710425	0	0	0	0.147540983606557	0.0476190476190476	0	0	0	0	0	0	0.147540983606557	0.04	0.147540983606557	0.118421052631579	0	0	0	0	0	0.0867052023121387	0	0.171428571428571	0.162162162162162	0.114503816793893	0	0	0	0	0.2	0	0.0882352941176471	0.0565371024734982	0.11214953271028	0.0561797752808989	0	0	1	0.113924050632911	0	0	0	0	0	0.2	0.121951219512195	0	0	0.102439024390244	0	0	0	0	0	0	0.121951219512195	0.103448275862069	0	0	0	0.124528301886792	0	0	0.124528301886792	0	0.2	0	0.136363636363636	0.136363636363636
Gastrointestinal Stromal Tumors	0.0837988826815642	0.186813186813187	0	0.261538461538462	0	0.0212765957446809	0	0	0	0.10880829015544	0.0549450549450549	0	0.0338983050847458	0.0170454545454545	0.286343612334802	0	0	0.113924050632911	0	0	0	0	0	0	0.194805194805195	0	0.0602409638554217	0.0682730923694779	0	0.0524781341107872	0	0	0.27536231884058	0	0	0.0526315789473684	0.0909090909090909	0.154639175257732	0.0251046025104603	0.113924050632911	0.0206185567010309	0.0439024390243902	0	0.0647058823529412	0.015625	0.0909090909090909	0.269121813031161	0.0535714285714286	0.0496240601503759	0	0	0.230769230769231	0.0837988826815642	0.0917874396135266	0	0.0496240601503759	0	0.0458715596330275	0.0269106566200215	0	0	0	0.075	0.203883495145631	0	0	0	0	0	0	0.375	0.148936170212766	0.075	0.0631578947368421	0	0	0	0	0	0.042654028436019	0	0.101123595505618	0.0967741935483871	0.124260355029586	0	0	0	0.0714285714285714	0.113924050632911	0	0.0432692307692308	0.0334261838440111	0.0714285714285714	0.37037037037037	0	0.105527638190955	0.113924050632911	1	0	0	0	0	0	0.113924050632911	0.0559006211180124	0	0	0.0617283950617284	0	0	0	0	0	0	0.0559006211180124	0.0649350649350649	0	0	0	0.06158357771261	0.116751269035533	0.0659340659340659	0.06158357771261	0	0.113924050632911	0	0.0705882352941176	0.0705882352941176
Pneumoconiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.155339805825243	0	0	0.157894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asthma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160427807486631	0.0280373831775701	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427350427350427	0.0212765957446809	0.0480769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0.0110132158590308	0	0.0206185567010309	0.0297029702970297	0	0	0	0	0	0	0	0	0	0.0223880597014925	0	0	0	0	0	0.155339805825243	1	0.0515463917525773	0	0.183908045977011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161290322580645	0.0161290322580645
Lupus Erythematosus, Systemic	0	0	0	0	0	0	0	0	0	0	0.0731707317073171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0.0666666666666667	0.0681818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.194805194805195	0.275862068965517	0	0	0	0	0	0	0	0	0	0	0	0.0857142857142857	0.0440414507772021	0	0.0625	0.0714285714285714	0	0.0538116591928251	0.0625	0	0	0	0	0	0	0.0512820512820513	0	0	0	0	0	0	0.0515463917525773	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0592105263157895	0.0592105263157895
Hypertension	0	0	0.254237288135593	0	0	0	0	0	0	0	0	0	0	0	0	0.238095238095238	0.180722891566265	0	0.375	0	0	0.274509803921569	0	0	0	0.222222222222222	0	0	0.26530612244898	0	0.276923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0.171428571428571	0	0	0	0	0	0	0	0	1	0	0	0	0	0.233766233766234	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pulmonary Arterial Hypertension	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894736842105	0.183908045977011	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatoblastoma	0.148936170212766	0.0833333333333333	0	0.391304347826087	0	0.04	0	0	0	0.174193548387097	0.0833333333333333	0	0.0505050505050505	0.036231884057971	0.0899470899470899	0	0	0.2	0	0	0	0	0	0	0.310344827586207	0	0.109144542772861	0.109004739336493	0	0.112359550561798	0	0	0.029585798816568	0	0	0.112781954887218	0.15	0.230769230769231	0.0398009950248756	0.2	0.0384615384615385	0.0898203592814371	0	0.128787878787879	0.0324675324675325	0.146198830409357	0.0324909747292419	0	0.111111111111111	0	0	0.0555555555555556	0.148936170212766	0.14792899408284	0	0.111111111111111	0	0.107569721115538	0.0424710424710425	0	0	0	0.147540983606557	0.0476190476190476	0	0	0	0	0	0	0.147540983606557	0.04	0.147540983606557	0.118421052631579	0	0	0	0	0	0.0867052023121387	0	0.171428571428571	0.162162162162162	0.114503816793893	0	0	0	0	0.2	0	0.0882352941176471	0.0565371024734982	0.11214953271028	0.0561797752808989	0	0	0.2	0.113924050632911	0	0	0	0	0	1	0.121951219512195	0	0	0.102439024390244	0	0	0	0	0	0	0.121951219512195	0.103448275862069	0	0	0	0.124528301886792	0	0	0.124528301886792	0	0.2	0	0.136363636363636	0.136363636363636
Leukemia, Promyelocytic, Acute	0.0833333333333333	0.0612244897959184	0	0.347368421052632	0	0.0196078431372549	0	0	0	0.113924050632911	0.0612244897959184	0	0.0348258706467662	0.0141843971631206	0.0416666666666667	0	0	0.121951219512195	0	0	0	0	0	0	0.529411764705882	0	0.0550724637681159	0.0654205607476635	0	0.043956043956044	0	0	0.0116279069767442	0	0	0.102941176470588	0.214723926380368	0.169811320754717	0.0245098039215686	0.121951219512195	0.0188679245283019	0.0352941176470588	0	0.0592592592592593	0.0127388535031847	0.0919540229885057	0.0106007067137809	0	0.04	0	0	0.0340136054421769	0.0833333333333333	0.0930232558139535	0	0.04	0	0.0350194552529183	0.026615969581749	0	0	0	0.072	0.0292397660818713	0	0	0	0	0	0	0.072	0.0196078431372549	0.744	0.290322580645161	0	0	0	0	0	0.0340909090909091	0	0.104895104895105	0.0993377483443709	0.0447761194029851	0	0	0	0	0.121951219512195	0	0.0346820809248555	0.0346020761245675	0.0691244239631336	0.0386740331491713	0	0	0.121951219512195	0.0559006211180124	0	0	0	0	0	0.121951219512195	1	0	0	0.0576923076923077	0	0	0	0	0	0	0.0476190476190476	0.0756302521008403	0	0	0	0.0553505535055351	0	0	0.0553505535055351	0	0.609756097560976	0	0.0666666666666667	0.0666666666666667
Vitreoretinopathy, Proliferative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.311688311688312	0.218905472636816	0	0	0	0	0	0	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0
Diabetic Retinopathy	0	0	0.1125	0	0	0	0	0	0	0	0	0	0.0593220338983051	0	0	0.107142857142857	0.0865384615384615	0	0.211764705882353	0.310344827586207	0	0.153846153846154	0	0.103896103896104	0	0.117647058823529	0	0	0.142857142857143	0	0.13953488372093	0.178571428571429	0	0	0	0	0	0	0.0585774058577406	0	0	0.0195121951219512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0430570505920344	0	0	0	0	0.0485436893203883	0	0	0.15625	0	0	0	0	0	0	0	0	0.103896103896104	0	0	0	0	0	0	0	0	0	0.114285714285714	0	0	0	0.0373831775700935	0	0.0222841225626741	0.0952380952380952	0	0	0	0	0	0	0	0	0.233766233766234	0	0	0	0.311688311688312	1	0.181069958847737	0	0.0459770114942529	0	0	0	0	0	0	0	0.0759493670886076	0	0	0	0	0	0	0	0	0	0
Retinoblastoma	0.433628318584071	0.0480349344978166	0	0.19774011299435	0	0.0553191489361702	0	0	0	0.233333333333333	0.135371179039301	0	0.088339222614841	0.0448430493273543	0.131386861313869	0	0	0.219512195121951	0	0	0	0	0	0.0995024875621891	0.164179104477612	0	0.143418467583497	0.0945945945945946	0	0.091533180778032	0	0	0.0393700787401575	0	0	0.055045871559633	0.0857142857142857	0.136929460580913	0.0664335664335664	0.2	0.0539419087136929	0.119047619047619	0	0.101382488479263	0.0418410041841004	0.1796875	0.0380313199105145	0	0.287221570926143	0	0	0.0829694323144105	0.433628318584071	0.188976377952756	0	0.287221570926143	0	0.163895486935867	0.0707251566696508	0	0	0	0.14975845410628	0.075098814229249	0	0	0	0	0	0	0.072463768115942	0.0553191489361702	0.072463768115942	0.0632911392405063	0	0.0995024875621891	0	0	0	0.0465116279069767	0	0.0933333333333333	0.0901287553648069	0.0555555555555556	0	0	0	0	0.219512195121951	0	0.117647058823529	0.0309050772626932	0.0702341137123746	0.0950570342205323	0	0	0.102439024390244	0.0617283950617284	0	0	0	0	0	0.102439024390244	0.0576923076923077	0.218905472636816	0.181069958847737	1	0	0	0	0	0	0	0.115384615384615	0.154228855721393	0	0.0780487804878049	0	0.337931034482759	0	0	0.337931034482759	0	0.102439024390244	0	0.0691244239631336	0.0691244239631336
Osteoarthritis	0	0	0	0	0	0	0	0	0.106666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0.0869565217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754716981132075	0	0	0.509803921568627	0	0	0.0790960451977401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiomyopathy, Dilated	0	0	0.0434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0.0410958904109589	0.032258064516129	0	0.243243243243243	0	0	0.0578034682080925	0	0	0	0.131868131868132	0	0	0.0538922155688623	0	0.0533333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425531914893617	0	0	0	0	0	0	0.0347826086956522	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0.0459770114942529	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolic Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361963190184049	0	0	0	0	0	0	0	0	0	0	0	0.286624203821656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323943661971831	0	0.212121212121212	0	0	0	0	0	0	0.0734463276836158	0	0	0.0476190476190476	0	0	0	0	0	0	0.248618784530387	0	0	0	0	0	0	0	0	0	0.157894736842105	0.172774869109948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nephrolithiasis	0	0	0	0	0	0.0465116279069767	0	0	0	0	0	0	0.0363636363636364	0.05625	0	0	0	0	0	0	0.126760563380282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0672645739910314	0	0.382022471910112	0	0	0.0194805194805195	0.0511363636363636	0.0207253886010363	0	0	0	0	0.180722891566265	0	0	0	0	0	0	0	0	0	0.0422535211267606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0757575757575758	0.265625	0.0458715596330275	0	0	0.290102389078498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0.346938775510204	0	0	0	0
Asthenozoospermia	0	0	0	0	0	0.118421052631579	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379746835443038	0	0	0	0	0	0	0	0	0	0.479452054794521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224719101123595	0.0232558139534884	0	0	0	0.0237154150197628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	1	0	0	0	0	0	0	0	0	0	0	0.031496062992126	0	0	0	0
Intervertebral Disc Degeneration	0	0	0	0	0	0	0	0	0.0634920634920635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555555555556	0.0437956204379562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425531914893617	0	0	0.0888888888888889	0	0	0.0392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
